Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Operating Margin,Sales Method
Sports Direct,1197831,5/8/2021,South,Tennessee,Knoxville,Women's Apparel,45,525,141750,0.6,Outlet
Sports Direct,1197831,5/9/2021,South,Tennessee,Knoxville,Men's Street Footwear,30,675,91125,0.45,Outlet
Sports Direct,1197831,5/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,30,675,91125,0.45,Outlet
Sports Direct,1197831,5/11/2021,South,Tennessee,Knoxville,Women's Street Footwear,55,600,148500,0.45,Outlet
Sports Direct,1197831,5/12/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,55,475,143687.5,0.55,Outlet
Sports Direct,1197831,5/13/2021,South,Tennessee,Knoxville,Men's Apparel,55,450,99000,0.4,Outlet
Sports Direct,1197831,5/14/2021,South,Tennessee,Knoxville,Women's Apparel,65,650,253500,0.6,Outlet
Sports Direct,1197831,5/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,55,800,198000,0.45,Outlet
Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,55,800,198000,0.45,Outlet
Sports Direct,1197831,5/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,60,700,189000,0.45,Outlet
Sports Direct,1197831,5/18/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,60,550,181500,0.55,Outlet
Sports Direct,1197831,5/19/2021,South,Tennessee,Knoxville,Men's Apparel,55,500,110000,0.4,Outlet
Sports Direct,1197831,5/20/2021,South,Tennessee,Knoxville,Women's Apparel,65,750,292500,0.6,Outlet
Foot Locker,1185732,5/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,35,425,59500,0.4,Outlet
Foot Locker,1185732,5/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,35,225,27562.5,0.35,Outlet
Foot Locker,1185732,5/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,25,225,19687.5,0.35,Outlet
Foot Locker,1185732,5/24/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,30,75,9000,0.4,Outlet
Foot Locker,1185732,5/25/2021,Midwest,Nebraska,Omaha,Men's Apparel,45,125,19687.5,0.35,Outlet
Foot Locker,1185732,5/26/2021,Midwest,Nebraska,Omaha,Women's Apparel,35,225,39375,0.5,Outlet
Foot Locker,1185732,5/27/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,35,475,66500,0.4,Outlet
Foot Locker,1185732,5/28/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,125,15312.5,0.35,Outlet
Foot Locker,1185732,5/29/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,25,175,15312.5,0.35,Outlet
Foot Locker,1185732,5/30/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,50,6000,0.4,Outlet
Foot Locker,1185732,5/31/2021,Midwest,Nebraska,Omaha,Men's Apparel,45,125,19687.5,0.35,Outlet
Foot Locker,1185732,6/1/2021,Midwest,Nebraska,Omaha,Women's Apparel,35,200,35000,0.5,Outlet
Foot Locker,1185732,6/2/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,420,67200,0.4,Outlet
Foot Locker,1185732,6/3/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,100,14000,0.35,Outlet
Foot Locker,1185732,6/4/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,150,15750,0.35,Outlet
Foot Locker,1185732,6/5/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,0,0,0.4,Outlet
Foot Locker,1185732,6/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,50,50,8750,0.35,Outlet
Foot Locker,1185732,6/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,40,150,30000,0.5,Outlet
Foot Locker,1185732,6/8/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,375,60000,0.4,Outlet
Foot Locker,1185732,6/9/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,75,9187.5,0.35,Outlet
Foot Locker,1185732,6/10/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,25,75,6562.5,0.35,Outlet
Foot Locker,1185732,6/11/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,0,0,0.4,Outlet
Foot Locker,1185732,6/12/2021,Midwest,Nebraska,Omaha,Men's Apparel,45,25,3937.5,0.35,Outlet
Foot Locker,1185732,6/13/2021,Midwest,Nebraska,Omaha,Women's Apparel,35,150,26250,0.5,Outlet
Foot Locker,1185732,6/14/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45,420,75600,0.4,Outlet
Foot Locker,1185732,6/15/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,125,17500,0.35,Outlet
Foot Locker,1185732,6/16/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,35,100,12250,0.35,Outlet
Foot Locker,1185732,6/17/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,25,3500,0.4,Outlet
Foot Locker,1185732,6/18/2021,Midwest,Nebraska,Omaha,Men's Apparel,50,50,8750,0.35,Outlet
Foot Locker,1185732,6/19/2021,Midwest,Nebraska,Omaha,Women's Apparel,55,150,41250,0.5,Outlet
Foot Locker,1185732,6/20/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,400,64000,0.4,Outlet
Foot Locker,1185732,6/21/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,150,18375,0.35,Outlet
Foot Locker,1185732,6/22/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,175,18375,0.35,Outlet
Foot Locker,1185732,6/23/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,150,18000,0.4,Outlet
Foot Locker,1185732,6/24/2021,Midwest,Nebraska,Omaha,Men's Apparel,45,150,23625,0.35,Outlet
Foot Locker,1185732,6/25/2021,Midwest,Nebraska,Omaha,Women's Apparel,50,325,81250,0.5,Outlet
Foot Locker,1185732,6/26/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45,550,99000,0.4,Outlet
Foot Locker,1185732,6/27/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,300,42000,0.35,Outlet
Foot Locker,1185732,6/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,35,225,27562.5,0.35,Outlet
Foot Locker,1185732,6/29/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,175,24500,0.4,Outlet
Foot Locker,1185732,6/30/2021,Midwest,Nebraska,Omaha,Men's Apparel,45,175,27562.5,0.35,Outlet
Foot Locker,1185732,7/1/2021,Midwest,Nebraska,Omaha,Women's Apparel,50,350,87500,0.5,Outlet
Foot Locker,1185732,7/2/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45,500,90000,0.4,Outlet
Foot Locker,1185732,7/3/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,45,275,43312.5,0.35,Outlet
Foot Locker,1185732,7/4/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,40,200,28000,0.35,Outlet
Foot Locker,1185732,7/5/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,125,15000,0.4,Outlet
Foot Locker,1185732,7/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,40,100,14000,0.35,Outlet
Foot Locker,1185732,7/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,45,275,61875,0.5,Outlet
Foot Locker,1185732,7/8/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,400,64000,0.4,Outlet
Foot Locker,1185732,7/9/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,200,24500,0.35,Outlet
Foot Locker,1185732,7/10/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,20,100,7000,0.35,Outlet
Foot Locker,1185732,7/11/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,20,75,6000,0.4,Outlet
Foot Locker,1185732,7/12/2021,Midwest,Nebraska,Omaha,Men's Apparel,30,75,7875,0.35,Outlet
Foot Locker,1185732,7/13/2021,Midwest,Nebraska,Omaha,Women's Apparel,35,150,26250,0.5,Outlet
Foot Locker,1185732,7/14/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,325,52000,0.4,Outlet
Foot Locker,1185732,7/15/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30,150,15750,0.35,Outlet
Foot Locker,1185732,7/16/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,50,5250,0.35,Outlet
Foot Locker,1185732,7/17/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,25,3000,0.4,Outlet
Foot Locker,1185732,7/18/2021,Midwest,Nebraska,Omaha,Men's Apparel,40,25,3500,0.35,Outlet
Foot Locker,1185732,7/19/2021,Midwest,Nebraska,Omaha,Women's Apparel,45,150,33750,0.5,Outlet
Foot Locker,1185732,7/20/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,300,48000,0.4,Outlet
Foot Locker,1185732,7/21/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30,150,15750,0.35,Outlet
Foot Locker,1185732,7/22/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,95,9975,0.35,Outlet
Foot Locker,1185732,7/23/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,125,15000,0.4,Outlet
Foot Locker,1185732,7/24/2021,Midwest,Nebraska,Omaha,Men's Apparel,50,100,17500,0.35,Outlet
Foot Locker,1185732,7/25/2021,Midwest,Nebraska,Omaha,Women's Apparel,55,200,55000,0.5,Outlet
Foot Locker,1185732,7/26/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,50,450,90000,0.4,Outlet
Foot Locker,1185732,7/27/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,250,35000,0.35,Outlet
Foot Locker,1185732,7/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,40,200,28000,0.35,Outlet
Foot Locker,1185732,7/29/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,40,150,24000,0.4,Outlet
Foot Locker,1185732,7/30/2021,Midwest,Nebraska,Omaha,Men's Apparel,50,150,26250,0.35,Outlet
Foot Locker,1185732,7/31/2021,Midwest,Nebraska,Omaha,Women's Apparel,55,250,68750,0.5,Outlet
Sports Direct,1197831,8/1/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,20,675,54000,0.4,Outlet
Sports Direct,1197831,8/2/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30,675,81000,0.4,Outlet
Sports Direct,1197831,8/3/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,475,57000,0.4,Outlet
Sports Direct,1197831,8/4/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,475,83125,0.5,Outlet
Sports Direct,1197831,8/5/2021,South,Alabama,Birmingham,Men's Apparel,40,325,45500,0.35,Outlet
Sports Direct,1197831,8/6/2021,South,Alabama,Birmingham,Women's Apparel,35,475,91437.5,0.55,Outlet
Sports Direct,1197831,8/7/2021,South,Alabama,Birmingham,Men's Street Footwear,25,625,62500,0.4,Outlet
Sports Direct,1197831,8/8/2021,South,Alabama,Birmingham,Men's Athletic Footwear,35,600,84000,0.4,Outlet
Sports Direct,1197831,8/9/2021,South,Alabama,Birmingham,Women's Street Footwear,35,425,59500,0.4,Outlet
Sports Direct,1197831,8/10/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35,375,65625,0.5,Outlet
Sports Direct,1197831,8/11/2021,South,Alabama,Birmingham,Men's Apparel,40,250,35000,0.35,Outlet
Sports Direct,1197831,8/12/2021,South,Alabama,Birmingham,Women's Apparel,35,450,86625,0.55,Outlet
Sports Direct,1197831,8/13/2021,South,Alabama,Birmingham,Men's Street Footwear,30,625,84375,0.45,Outlet
Sports Direct,1197831,8/14/2021,South,Alabama,Birmingham,Men's Athletic Footwear,40,625,112500,0.45,Outlet
Sports Direct,1197831,8/15/2021,South,Alabama,Birmingham,Women's Street Footwear,30,450,60750,0.45,Outlet
Sports Direct,1197831,8/16/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35,350,67375,0.55,Outlet
Sports Direct,1197831,8/17/2021,South,Alabama,Birmingham,Men's Apparel,40,250,40000,0.4,Outlet
Sports Direct,1197831,8/18/2021,South,Alabama,Birmingham,Women's Apparel,35,400,84000,0.6,Outlet
Sports Direct,1197831,8/19/2021,South,Alabama,Birmingham,Men's Street Footwear,20,650,58500,0.45,Outlet
Sports Direct,1197831,8/20/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20,650,58500,0.45,Outlet
Sports Direct,1197831,8/21/2021,South,Alabama,Birmingham,Women's Street Footwear,15,475,32062.5,0.45,Outlet
Sports Direct,1197831,8/22/2021,South,Alabama,Birmingham,Women's Athletic Footwear,20,375,41250,0.55,Outlet
Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,25,275,27500,0.4,Outlet
Sports Direct,1197831,8/24/2021,South,Alabama,Birmingham,Women's Apparel,20,550,66000,0.6,Outlet
Sports Direct,1197831,8/25/2021,South,Alabama,Birmingham,Men's Street Footwear,10,700,31500,0.45,Outlet
Sports Direct,1197831,8/26/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20,725,65250,0.45,Outlet
Sports Direct,1197831,8/27/2021,South,Alabama,Birmingham,Women's Street Footwear,15,575,38812.5,0.45,Outlet
Sports Direct,1197831,8/28/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35,500,96250,0.55,Outlet
Sports Direct,1197831,8/29/2021,South,Alabama,Birmingham,Men's Apparel,50,400,80000,0.4,Outlet
Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,Women's Apparel,45,750,202500,0.6,Outlet
Sports Direct,1197831,8/31/2021,South,Alabama,Birmingham,Men's Street Footwear,45,750,151875,0.45,Outlet
Sports Direct,1197831,9/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,50,750,168750,0.45,Outlet
Sports Direct,1197831,9/2/2021,South,Alabama,Birmingham,Women's Street Footwear,45,650,131625,0.45,Outlet
Sports Direct,1197831,9/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45,600,148500,0.55,Outlet
Sports Direct,1197831,9/4/2021,South,Alabama,Birmingham,Men's Apparel,50,500,100000,0.4,Outlet
Sports Direct,1197831,9/5/2021,South,Alabama,Birmingham,Women's Apparel,55,875,288750,0.6,Outlet
Sports Direct,1197831,9/6/2021,South,Alabama,Birmingham,Men's Street Footwear,45,825,185625,0.5,Outlet
Sports Direct,1197831,9/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,50,825,206250,0.5,Outlet
Sports Direct,1197831,9/8/2021,South,Alabama,Birmingham,Women's Street Footwear,45,975,219375,0.5,Outlet
Sports Direct,1197831,9/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45,575,155250,0.6,Outlet
Sports Direct,1197831,9/10/2021,South,Alabama,Birmingham,Men's Apparel,50,525,118125,0.45,Outlet
Sports Direct,1197831,9/11/2021,South,Alabama,Birmingham,Women's Apparel,60,800,312000,0.65,Outlet
Sports Direct,1197831,9/12/2021,South,Alabama,Birmingham,Men's Street Footwear,40,750,150000,0.5,Outlet
Sports Direct,1197831,9/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,55,750,206250,0.5,Outlet
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,55,925,254375,0.5,Outlet
Sports Direct,1197831,9/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,50,425,127500,0.6,Outlet
Sports Direct,1197831,9/16/2021,South,Alabama,Birmingham,Men's Apparel,55,425,105187.5,0.45,Outlet
Sports Direct,1197831,9/17/2021,South,Alabama,Birmingham,Women's Apparel,60,675,263250,0.65,Outlet
Sports Direct,1197831,9/18/2021,South,Alabama,Birmingham,Men's Street Footwear,55,625,171875,0.5,Outlet
Sports Direct,1197831,9/19/2021,South,Alabama,Birmingham,Men's Athletic Footwear,55,575,158125,0.5,Outlet
Sports Direct,1197831,9/20/2021,South,Alabama,Birmingham,Women's Street Footwear,60,625,187500,0.5,Outlet
Sports Direct,1197831,9/21/2021,South,Alabama,Birmingham,Women's Athletic Footwear,60,350,126000,0.6,Outlet
Sports Direct,1197831,9/22/2021,South,Alabama,Birmingham,Men's Apparel,45,350,70875,0.45,Outlet
Sports Direct,1197831,9/23/2021,South,Alabama,Birmingham,Women's Apparel,40,575,149500,0.65,Outlet
Sports Direct,1197831,9/24/2021,South,Alabama,Birmingham,Men's Street Footwear,30,525,78750,0.5,Outlet
Sports Direct,1197831,9/25/2021,South,Alabama,Birmingham,Men's Athletic Footwear,30,525,78750,0.5,Outlet
Sports Direct,1197831,9/26/2021,South,Alabama,Birmingham,Women's Street Footwear,35,475,83125,0.5,Outlet
Sports Direct,1197831,9/27/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35,325,68250,0.6,Outlet
Sports Direct,1197831,9/28/2021,South,Alabama,Birmingham,Men's Apparel,30,300,40500,0.45,Outlet
Sports Direct,1197831,9/29/2021,South,Alabama,Birmingham,Women's Apparel,40,475,123500,0.65,Outlet
Sports Direct,1197831,9/30/2021,South,Alabama,Birmingham,Men's Street Footwear,20,625,62500,0.5,Outlet
Sports Direct,1197831,10/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20,625,62500,0.5,Outlet
Sports Direct,1197831,10/2/2021,South,Alabama,Birmingham,Women's Street Footwear,45,575,129375,0.5,Outlet
Sports Direct,1197831,10/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45,450,121500,0.6,Outlet
Sports Direct,1197831,10/4/2021,South,Alabama,Birmingham,Men's Apparel,50,425,95625,0.45,Outlet
Sports Direct,1197831,10/5/2021,South,Alabama,Birmingham,Women's Apparel,60,625,243750,0.65,Outlet
Sports Direct,1197831,10/6/2021,South,Alabama,Birmingham,Men's Street Footwear,60,775,232500,0.5,Outlet
Sports Direct,1197831,10/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,60,775,232500,0.5,Outlet
Sports Direct,1197831,10/8/2021,South,Alabama,Birmingham,Women's Street Footwear,65,700,227500,0.5,Outlet
Sports Direct,1197831,10/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,65,550,214500,0.6,Outlet
Sports Direct,1197831,10/10/2021,South,Alabama,Birmingham,Men's Apparel,60,500,135000,0.45,Outlet
Sports Direct,1197831,10/11/2021,South,Alabama,Birmingham,Women's Apparel,70,750,341250,0.65,Outlet
Amazon,1185732,10/12/2021,South,Alabama,Birmingham,Men's Street Footwear,40,450,63000,0.35,Outlet
Amazon,1185732,10/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,40,250,35000,0.35,Outlet
Amazon,1185732,10/14/2021,South,Alabama,Birmingham,Women's Street Footwear,30,250,30000,0.4,Outlet
Amazon,1185732,10/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35,100,10500,0.3,Outlet
Amazon,1185732,10/16/2021,Northeast,Maine,Portland,Men's Apparel,50,150,18750,0.25,Outlet
Amazon,1185732,10/17/2021,Northeast,Maine,Portland,Women's Apparel,40,250,40000,0.4,Outlet
Amazon,1185732,10/18/2021,Northeast,Maine,Portland,Men's Street Footwear,40,500,70000,0.35,Outlet
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Athletic Footwear,40,150,21000,0.35,Outlet
Amazon,1185732,10/20/2021,Northeast,Maine,Portland,Women's Street Footwear,30,200,24000,0.4,Outlet
Amazon,1185732,10/21/2021,Northeast,Maine,Portland,Women's Athletic Footwear,35,75,7875,0.3,Outlet
Amazon,1185732,10/22/2021,Northeast,Maine,Portland,Men's Apparel,50,150,18750,0.25,Outlet
Amazon,1185732,10/23/2021,Northeast,Maine,Portland,Women's Apparel,40,250,40000,0.4,Outlet
Amazon,1185732,10/24/2021,Northeast,Maine,Portland,Men's Street Footwear,40,470,65800,0.35,Outlet
Amazon,1185732,10/25/2021,Northeast,Maine,Portland,Men's Athletic Footwear,40,175,24500,0.35,Outlet
Amazon,1185732,10/26/2021,Northeast,Maine,Portland,Women's Street Footwear,30,200,24000,0.4,Outlet
Amazon,1185732,10/27/2021,Northeast,Maine,Portland,Women's Athletic Footwear,35,50,5250,0.3,Outlet
Amazon,1185732,10/28/2021,Northeast,Maine,Portland,Men's Apparel,50,100,12500,0.25,Outlet
Amazon,1185732,10/29/2021,Northeast,Maine,Portland,Women's Apparel,40,200,32000,0.4,Outlet
Amazon,1185732,10/30/2021,Northeast,Maine,Portland,Men's Street Footwear,40,450,63000,0.35,Outlet
Amazon,1185732,10/31/2021,Northeast,Maine,Portland,Men's Athletic Footwear,40,150,21000,0.35,Outlet
Amazon,1185732,11/1/2021,Northeast,Maine,Portland,Women's Street Footwear,30,150,18000,0.4,Outlet
Amazon,1185732,11/2/2021,Northeast,Maine,Portland,Women's Athletic Footwear,35,75,7875,0.3,Outlet
Amazon,1185732,11/3/2021,Northeast,Maine,Portland,Men's Apparel,50,75,9375,0.25,Outlet
Amazon,1185732,11/4/2021,Northeast,Maine,Portland,Women's Apparel,40,225,36000,0.4,Outlet
Amazon,1185732,11/5/2021,Northeast,Maine,Portland,Men's Street Footwear,55,495,95287.5,0.35,Outlet
Amazon,1185732,11/6/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50,200,35000,0.35,Outlet
Amazon,1185732,11/7/2021,Northeast,Maine,Portland,Women's Street Footwear,45,175,31500,0.4,Outlet
Amazon,1185732,11/8/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,125,16875,0.3,Outlet
Amazon,1185732,11/9/2021,Northeast,Maine,Portland,Men's Apparel,55,150,20625,0.25,Outlet
Amazon,1185732,11/10/2021,Northeast,Maine,Portland,Women's Apparel,60,275,66000,0.4,Outlet
Amazon,1185732,11/11/2021,Northeast,Maine,Portland,Men's Street Footwear,55,525,101062.5,0.35,Outlet
Amazon,1185732,11/12/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50,275,48125,0.35,Outlet
Amazon,1185732,11/13/2021,Northeast,Maine,Portland,Women's Street Footwear,45,200,36000,0.4,Outlet
Amazon,1185732,11/14/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,23625,0.3,Outlet
Amazon,1185732,11/15/2021,Northeast,Maine,Portland,Men's Apparel,55,175,24062.5,0.25,Outlet
Amazon,1185732,11/16/2021,Northeast,Maine,Portland,Women's Apparel,60,325,78000,0.4,Outlet
Amazon,1185732,11/17/2021,Northeast,Maine,Portland,Men's Street Footwear,55,550,105875,0.35,Outlet
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50,300,52500,0.35,Outlet
Amazon,1185732,11/19/2021,Northeast,Maine,Portland,Women's Street Footwear,45,225,40500,0.4,Outlet
Amazon,1185732,11/20/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,23625,0.3,Outlet
Amazon,1185732,11/21/2021,Northeast,Maine,Portland,Men's Apparel,55,200,27500,0.25,Outlet
Amazon,1185732,12/20/2021,Northeast,Maine,Portland,Women's Apparel,60,375,90000,0.4,Outlet
Amazon,1185732,12/21/2021,Northeast,Maine,Portland,Men's Street Footwear,55,525,101062.5,0.35,Outlet
Amazon,1185732,12/22/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50,300,52500,0.35,Outlet
Amazon,1185732,12/23/2021,Northeast,Maine,Portland,Women's Street Footwear,45,225,40500,0.4,Outlet
Amazon,1185732,12/24/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,23625,0.3,Outlet
Amazon,1185732,12/25/2021,Northeast,Maine,Portland,Men's Apparel,55,150,20625,0.25,Outlet
Amazon,1185732,12/26/2021,Northeast,Maine,Portland,Women's Apparel,60,325,78000,0.4,Outlet
Amazon,1185732,12/27/2021,Northeast,Maine,Portland,Men's Street Footwear,55,450,86625,0.35,Outlet
Amazon,1185732,12/28/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50,250,43750,0.35,Outlet
Amazon,1185732,12/29/2021,Northeast,Maine,Portland,Women's Street Footwear,45,150,27000,0.4,Outlet
Amazon,1185732,12/30/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,125,16875,0.3,Outlet
Amazon,1185732,12/31/2021,Northeast,Maine,Portland,Men's Apparel,55,125,17187.5,0.25,Outlet
Amazon,1185732,9/17/2021,Northeast,Maine,Portland,Women's Apparel,60,225,54000,0.4,Outlet
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Street Footwear,60,400,84000,0.35,Outlet
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Athletic Footwear,55,225,43312.5,0.35,Outlet
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Street Footwear,55,125,27500,0.4,Outlet
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Athletic Footwear,55,100,16500,0.3,Outlet
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Apparel,65,100,16250,0.25,Outlet
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Apparel,70,225,63000,0.4,Outlet
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Street Footwear,65,375,85312.5,0.35,Outlet
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Athletic Footwear,55,200,38500,0.35,Outlet
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Street Footwear,55,195,42900,0.4,Outlet
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Athletic Footwear,55,175,28875,0.3,Outlet
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Apparel,65,150,24375,0.25,Outlet
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Apparel,70,250,70000,0.4,Outlet
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Street Footwear,65,475,108062.5,0.35,Outlet
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Athletic Footwear,55,275,52937.5,0.35,Outlet
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Street Footwear,55,250,55000,0.4,Outlet
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Athletic Footwear,55,200,33000,0.3,Outlet
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Apparel,65,200,32500,0.25,Outlet
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Women's Apparel,70,300,84000,0.4,Outlet
West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Men's Street Footwear,35,375,32812.5,0.25,Outlet
West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Men's Athletic Footwear,45,375,33750,0.2,Outlet
West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Women's Street Footwear,45,375,42187.5,0.25,Outlet
West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,225,25312.5,0.25,Outlet
Amazon,1185732,1/24/2021,West,Alaska,Anchorage,Women's Apparel,55,300,49500,0.3,Outlet
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Street Footwear,55,575,110687.5,0.35,Outlet
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,55,225,43312.5,0.35,Outlet
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Street Footwear,45,275,30937.5,0.25,Outlet
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Athletic Footwear,50,175,21875,0.25,Outlet
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Apparel,65,250,40625,0.25,Outlet
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Apparel,55,350,57750,0.3,Outlet
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Street Footwear,55,545,104912.5,0.35,Outlet
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,55,250,48125,0.35,Outlet
